ticker,trade_date,close,volume,dollar_volume,as_of,source,fetched_at
STBL,2025-12-11,51.532,1538461.54,79280000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2025-12-12,51.688,1538461.54,79520000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2025-12-15,51.844,1538461.54,79760000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2025-12-16,52.0,1538461.54,80000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2025-12-17,52.156,1538461.54,80240000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2025-12-18,52.312,1538461.54,80480000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2025-12-19,52.468,1538461.54,80720000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2025-12-22,51.532,1538461.54,79280000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2025-12-23,51.688,1538461.54,79520000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2025-12-24,51.844,1538461.54,79760000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2025-12-25,52.0,1538461.54,80000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2025-12-26,52.156,1538461.54,80240000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2025-12-29,52.312,1538461.54,80480000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2025-12-30,52.468,1538461.54,80720000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2025-12-31,51.532,1538461.54,79280000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2026-01-01,51.688,1538461.54,79520000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2026-01-02,51.844,1538461.54,79760000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2026-01-05,52.0,1538461.54,80000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2026-01-06,52.156,1538461.54,80240000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2026-01-07,52.312,1538461.54,80480000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2026-01-08,52.468,1538461.54,80720000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2026-01-09,51.532,1538461.54,79280000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2026-01-12,51.688,1538461.54,79520000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2026-01-13,51.844,1538461.54,79760000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2026-01-14,52.0,1538461.54,80000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2026-01-15,52.156,1538461.54,80240000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
STBL,2026-01-16,52.312,1538461.54,80480000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-09-15,9.91,6000000.0,59460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-09-16,9.94,6000000.0,59640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-09-17,9.97,6000000.0,59820000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-09-18,10.0,6000000.0,60000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-09-19,10.03,6000000.0,60180000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-09-22,10.06,6000000.0,60360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-09-23,10.09,6000000.0,60540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-09-24,9.91,6000000.0,59460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-09-25,9.94,6000000.0,59640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-09-26,9.97,6000000.0,59820000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-09-29,10.0,6000000.0,60000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-09-30,10.03,6000000.0,60180000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-01,10.06,6000000.0,60360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-02,10.09,6000000.0,60540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-03,9.91,6000000.0,59460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-06,9.94,6000000.0,59640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-07,9.97,6000000.0,59820000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-08,10.0,6000000.0,60000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-09,10.03,6000000.0,60180000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-10,10.06,6000000.0,60360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-13,10.09,6000000.0,60540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-14,9.91,6000000.0,59460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-15,9.94,6000000.0,59640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-16,9.97,6000000.0,59820000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-17,10.0,6000000.0,60000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-20,10.03,6000000.0,60180000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-21,10.06,6000000.0,60360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-22,10.09,6000000.0,60540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-23,9.91,6000000.0,59460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-24,9.94,6000000.0,59640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-27,9.97,6000000.0,59820000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-28,10.0,6000000.0,60000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-29,10.03,6000000.0,60180000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-30,10.06,6000000.0,60360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-10-31,10.09,6000000.0,60540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-03,9.91,6000000.0,59460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-04,9.94,6000000.0,59640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-05,9.97,6000000.0,59820000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-06,10.0,6000000.0,60000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-07,10.03,6000000.0,60180000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-10,10.06,6000000.0,60360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-11,10.09,6000000.0,60540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-12,9.91,6000000.0,59460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-13,9.94,6000000.0,59640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-14,9.97,6000000.0,59820000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-17,10.0,6000000.0,60000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-18,10.03,6000000.0,60180000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-19,10.06,6000000.0,60360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-20,10.09,6000000.0,60540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-21,9.91,6000000.0,59460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-24,9.94,6000000.0,59640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-25,9.97,6000000.0,59820000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-26,10.0,6000000.0,60000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-27,10.03,6000000.0,60180000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-11-28,10.06,6000000.0,60360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-01,10.09,6000000.0,60540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-02,9.91,6000000.0,59460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-03,9.94,6000000.0,59640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-04,9.97,6000000.0,59820000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-05,10.0,6000000.0,60000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-08,10.03,6000000.0,60180000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-09,10.06,6000000.0,60360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-10,10.09,6000000.0,60540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-11,9.91,6000000.0,59460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-12,9.94,6000000.0,59640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-15,9.97,6000000.0,59820000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-16,10.0,6000000.0,60000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-17,10.03,6000000.0,60180000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-18,10.06,6000000.0,60360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-19,10.09,6000000.0,60540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-22,9.91,6000000.0,59460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-23,9.94,6000000.0,59640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-24,9.97,6000000.0,59820000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-25,10.0,6000000.0,60000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-26,10.03,6000000.0,60180000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-29,10.06,6000000.0,60360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-30,10.09,6000000.0,60540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2025-12-31,9.91,6000000.0,59460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2026-01-01,9.94,6000000.0,59640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2026-01-02,9.97,6000000.0,59820000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2026-01-05,10.0,6000000.0,60000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2026-01-06,10.03,6000000.0,60180000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2026-01-07,10.06,6000000.0,60360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2026-01-08,10.09,6000000.0,60540000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2026-01-09,9.91,6000000.0,59460000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2026-01-12,9.94,6000000.0,59640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2026-01-13,9.97,6000000.0,59820000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2026-01-14,10.0,6000000.0,60000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2026-01-15,10.03,6000000.0,60180000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
LOTO,2026-01-16,10.06,6000000.0,60360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-09-15,16.3515,2424242.42,39640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-09-16,16.401,2424242.42,39760000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-09-17,16.4505,2424242.42,39880000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-09-18,16.5,2424242.42,40000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-09-19,16.5495,2424242.42,40120000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-09-22,16.599,2424242.42,40240000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-09-23,16.6485,2424242.42,40360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-09-24,16.3515,2424242.42,39640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-09-25,16.401,2424242.42,39760000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-09-26,16.4505,2424242.42,39880000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-09-29,16.5,2424242.42,40000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-09-30,16.5495,2424242.42,40120000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-01,16.599,2424242.42,40240000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-02,16.6485,2424242.42,40360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-03,16.3515,2424242.42,39640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-06,16.401,2424242.42,39760000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-07,16.4505,2424242.42,39880000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-08,16.5,2424242.42,40000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-09,16.5495,2424242.42,40120000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-10,16.599,2424242.42,40240000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-13,16.6485,2424242.42,40360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-14,16.3515,2424242.42,39640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-15,16.401,2424242.42,39760000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-16,16.4505,2424242.42,39880000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-17,16.5,2424242.42,40000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-20,16.5495,2424242.42,40120000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-21,16.599,2424242.42,40240000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-22,16.6485,2424242.42,40360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-23,16.3515,2424242.42,39640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-24,16.401,2424242.42,39760000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-27,16.4505,2424242.42,39880000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-28,16.5,2424242.42,40000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-29,16.5495,2424242.42,40120000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-30,16.599,2424242.42,40240000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-10-31,16.6485,2424242.42,40360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-03,16.3515,2424242.42,39640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-04,16.401,2424242.42,39760000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-05,16.4505,2424242.42,39880000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-06,16.5,2424242.42,40000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-07,16.5495,2424242.42,40120000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-10,16.599,2424242.42,40240000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-11,16.6485,2424242.42,40360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-12,16.3515,2424242.42,39640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-13,16.401,2424242.42,39760000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-14,16.4505,2424242.42,39880000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-17,16.5,2424242.42,40000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-18,16.5495,2424242.42,40120000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-19,16.599,2424242.42,40240000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-20,16.6485,2424242.42,40360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-21,16.3515,2424242.42,39640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-24,16.401,2424242.42,39760000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-25,16.4505,2424242.42,39880000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-26,16.5,2424242.42,40000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-27,16.5495,2424242.42,40120000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-11-28,16.599,2424242.42,40240000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-01,16.6485,2424242.42,40360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-02,16.3515,2424242.42,39640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-03,16.401,2424242.42,39760000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-04,16.4505,2424242.42,39880000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-05,16.5,2424242.42,40000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-08,16.5495,2424242.42,40120000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-09,16.599,2424242.42,40240000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-10,16.6485,2424242.42,40360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-11,16.3515,2424242.42,39640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-12,16.401,2424242.42,39760000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-15,16.4505,2424242.42,39880000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-16,16.5,2424242.42,40000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-17,16.5495,2424242.42,40120000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-18,16.599,2424242.42,40240000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-19,16.6485,2424242.42,40360000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-22,16.3515,2424242.42,39640000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-23,16.401,2424242.42,39760000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-24,16.4505,2424242.42,39880000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
CYCP,2025-12-25,16.5,2424242.42,40000000.0,2026-01-09,sample,2026-01-09T13:00:00+00:00
