ticker,name,sector,industry,final_bucket,decision_stage,decision_reason,rank,eligible,robust_return,expected_irr,median_irr,p10_irr,hurdle_cvar,business_quality,model_confidence,data_confidence,evidence_confidence,catastrophic_tail_floor_applied,catastrophic_tail_scenarios
CSX,CSX Corporation,Industrials,Railroads,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,170,False,-0.3878903092979453,-0.19931624984892543,-0.20292038415791458,-0.26789030929794533,0.3878903092979453,0.7597,0.6177870000000001,1.0,0.6177870000000001,False,
CMCSA,Comcast Corporation,Communication Services,Telecommunications Services,eligible,step7_risk_adjusted_ranking,eligible,5,True,0.031239391012205037,0.18190636527724566,0.17751149255782367,0.14054969884455204,0.0,0.7638,0.54318519,1.0,0.54318519,False,
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,hard_filter_rejected,step2_hard_filters,excessive_leverage,,,,,,,,,,,,,
HOOD,"Robinhood Markets, Inc.",Financial Services,Financial - Capital Markets,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
ADBE,Adobe Inc.,Technology,Software - Application,watchlist,step2_material_event_gate,material_event_requires_reunderwriting,,,,,,,,,,,,,
DDOG,"Datadog, Inc.",Technology,Software - Application,normalization_rejected,step4_normalized_model,no_normalized_earnings,,,,,,,,,,,,,
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Food Confectioners,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,103,False,-0.2807623604359105,-0.07210969274165106,-0.0711803264566697,-0.1607623604359105,0.2807623604359105,0.5866,0.5606010000000001,1.0,0.5606010000000001,False,
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Specialty Retail,hard_filter_rejected,step2_hard_filters,adr_excluded,,,,,,,,,,,,,
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,watchlist,step6_scenario_valuation,roic_not_meaningful:meaningless_capital,,,,,,,,,0.3602,0.95,,,
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,212,False,-0.4672716008065617,-0.2886658564542812,-0.28472598168573304,-0.3472716008065617,0.4672716008065617,0.9457,0.58518,1.0,0.58518,False,
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel - Retail,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,143,False,-0.3322919763671234,-0.10241836295463141,-0.09605863893521016,-0.2122919763671234,0.3322919763671234,0.9243,0.5573,1.0,0.5573,False,
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,hard_filter_rejected,step2_hard_filters,adr_excluded,,,,,,,,,,,,,
INTU,Intuit Inc.,Technology,Software - Application,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,19,False,-0.11894886641995978,0.08585729050973898,0.09441839375358542,0.0010511335800402145,0.11894886641995978,0.9483,0.8316,1.0,0.8316,False,
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,72,False,-0.22309224664815697,0.0019724145196960523,0.01516410972690212,-0.10309224664815697,0.22309224664815697,0.9852,0.9176,1.0,0.9176,False,
LITE,Lumentum Holdings Inc.,Technology,Communication Equipment,hard_filter_rejected,step2_hard_filters,interest_coverage;excessive_leverage,,,,,,,,,,,,,
CTAS,Cintas Corporation,Industrials,Specialty Business Services,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,140,False,-0.32758178986143316,-0.12145453427146999,-0.11235264052520502,-0.20758178986143314,0.32758178986143316,0.9597,0.8673,1.0,0.8673,False,
AEP,"American Electric Power Company, Inc.",Utilities,Regulated Electric,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,273,False,-1.0699999999999998,-0.40636919449025294,-0.2801592282921773,-0.95,1.0699999999999998,0.4842,0.65385,1.0,0.65385,True,bear
WBD,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,hard_filter_rejected,step2_hard_filters,interest_coverage;severe_dilution,,,,,,,,,,,,,
DASH,"DoorDash, Inc.",Communication Services,Internet Content & Information,normalization_rejected,step4_normalized_model,no_normalized_earnings,,,,,,,,,,,,,
TER,"Teradyne, Inc.",Technology,Semiconductors,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,211,False,-0.4662706869038812,-0.2895709327041913,-0.2876750801093294,-0.3462706869038812,0.4662706869038812,0.9442,0.45402120000000007,1.0,0.45402120000000007,False,
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,22,False,-0.13521871903678398,0.1035675024870216,0.09776526129135166,-0.015218719036783995,0.13521871903678398,0.7721,0.37260000000000004,1.0,0.37260000000000004,False,
BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,208,False,-0.4636718376993666,-0.16711734407144824,-0.15018207018729293,-0.3436718376993666,0.4636718376993666,0.3792,0.6047,1.0,0.6047,False,
PCAR,PACCAR Inc,Industrials,Industrial - Machinery,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,183,False,-0.41207107230904505,-0.12466535481798924,-0.10559209293569435,-0.29207107230904505,0.41207107230904505,0.6287,0.43776,1.0,0.43776,False,
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas Exploration & Production,hard_filter_rejected,step2_hard_filters,severe_dilution,,,,,,,,,,,,,
FAST,Fastenal Company,Industrials,Industrial - Distribution,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,101,False,-0.28027097529731687,-0.08154799563926643,-0.07131036028731613,-0.16027097529731688,0.28027097529731687,0.995,0.9179,1.0,0.9179,False,
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,277,False,-1.0699999999999998,-0.6421604968905741,-0.6442553276312539,-0.95,1.0699999999999998,0.3807,0.3852,1.0,0.3852,True,bear
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,171,False,-0.39289995055762117,-0.23267268732488444,-0.23377860346081428,-0.2728999505576212,0.39289995055762117,0.9407,0.64188,1.0,0.64188,False,
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,119,False,-0.30191331283596806,-0.09932455063608354,-0.09460702045471403,-0.18191331283596807,0.30191331283596806,0.8563,0.7673,0.95,0.728935,False,
NDAQ,"Nasdaq, Inc.",Financial Services,Financial - Data & Stock Exchanges,watchlist,step2_model_routing,financial_sector_model_not_supported,,,,,,,,,,,,,
FITB,Fifth Third Bancorp,Financial Services,Banks - Regional,watchlist,step2_model_routing,bank_model_not_supported,,,,,,,,,,,,,
XEL,Xcel Energy Inc.,Utilities,Regulated Electric,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,278,False,-1.0699999999999998,-0.6616513834120269,-0.712143381206988,-0.95,1.0699999999999998,0.4498,0.66618,1.0,0.66618,True,bear
FER,Ferrovial SE,Industrials,Engineering & Construction,hard_filter_rejected,step2_hard_filters,adr_excluded,,,,,,,,,,,,,
EBAY,eBay Inc.,Consumer Cyclical,Specialty Retail,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,91,False,-0.26473143937648264,-0.05312890427594534,-0.04811328861978833,-0.14473143937648264,0.26473143937648264,0.9517,0.66861,1.0,0.66861,False,
EXC,Exelon Corporation,Utilities,Regulated Electric,hard_filter_rejected,step2_hard_filters,persistent_negative_fcf,,,,,,,,,,,,,
ON,ON Semiconductor Corporation,Technology,Semiconductors,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,238,False,-0.5626445291377604,-0.3282618591067149,-0.3236306993756444,-0.4426445291377604,0.5626445291377604,0.4362,0.417312,1.0,0.417312,False,
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Medical - Diagnostics & Research,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,161,False,-0.3680494140945666,-0.18952373138581605,-0.1857829025466344,-0.2480494140945666,0.3680494140945666,0.9662,0.8727,1.0,0.8727,False,
CCEP,Coca-Cola Europacific Partners PLC,Consumer Defensive,Beverages - Non-Alcoholic,hard_filter_rejected,step2_hard_filters,adr_excluded,,,,,,,,,,,,,
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,research_queue,step7_risk_adjusted_ranking,robust_return<=0,48,False,-0.18291222679994715,0.13605672362609772,0.16096550684887923,-0.08267015293240543,0.20267015293240542,0.5562,0.4823064,1.0,0.4823064,False,
COIN,"Coinbase Global, Inc.",Financial Services,Financial - Data & Stock Exchanges,watchlist,step2_model_routing,financial_sector_model_not_supported,,,,,,,,,,,,,
ADSK,"Autodesk, Inc.",Technology,Software - Application,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,135,False,-0.3213787803763989,-0.08559268987446554,-0.07575729540840254,-0.20137878037639886,0.3213787803763989,0.8164,0.66276,1.0,0.66276,False,
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,watchlist,step6_scenario_valuation,insufficient_post_valuation_model_confidence,,,,-0.14269323253975014,-0.13031043744122134,-0.3579931564352592,0.4779931564352592,0.6156,0.2855493,1.0,0.2855493,False,
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,hard_filter_rejected,step2_hard_filters,consecutive_losses;interest_coverage,,,,,,,,,,,,,
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,watchlist,step2_model_routing,preprofit_biotech_not_supported,,,,,,,,,,,,,
UAL,"United Airlines Holdings, Inc.",Industrials,"Airlines, Airports & Air Services",research_queue,step7_risk_adjusted_ranking,robust_return<=0,253,False,-1.0418359292197925,0.021506525803124565,0.18802915647393098,-0.95,1.0699999999999998,0.5161,0.414,1.0,0.414,True,bear
MSTR,Strategy Inc,Technology,Software - Application,hard_filter_rejected,step2_hard_filters,persistent_negative_fcf;interest_coverage;negative_ebitda_with_debt;severe_dilution;earnings_cash_mismatch,,,,,,,,,,,,,
PYPL,"PayPal Holdings, Inc.",Financial Services,Financial - Credit Services,watchlist,step2_model_routing,consumer_finance_model_not_supported,,,,,,,,,,,,,
PAYX,"Paychex, Inc.",Industrials,Staffing & Employment Services,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,34,False,-0.15719343327102248,0.042579223104985464,0.052069468377158076,-0.03719343327102247,0.15719343327102248,0.9847,0.9101,1.0,0.9101,False,
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,hard_filter_rejected,step2_hard_filters,interest_coverage;excessive_leverage;severe_dilution,,,,,,,,,,,,,
TRI,Thomson Reuters Corporation,Industrials,Specialty Business Services,hard_filter_rejected,step2_hard_filters,adr_excluded,,,,,,,,,,,,,
HBAN,Huntington Bancshares Incorporated,Financial Services,Banks - Regional,watchlist,step2_model_routing,bank_model_not_supported,,,,,,,,,,,,,
WDAY,"Workday, Inc.",Technology,Software - Application,normalization_rejected,step4_normalized_model,no_normalized_earnings,,,,,,,,,,,,,
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,75,False,-0.22523603518377053,0.03376722105167576,0.051301847462309536,-0.10523603518377053,0.22523603518377053,0.945,0.8324,1.0,0.8324,False,
ROP,"Roper Technologies, Inc.",Technology,Software - Application,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,126,False,-0.3087543185104732,-0.08930943626837688,-0.07710843832173851,-0.18875431851047322,0.3087543185104732,0.5733,0.71163,1.0,0.71163,False,
CASY,"Casey's General Stores, Inc.",Consumer Cyclical,Specialty Retail,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,200,False,-0.43653499630847364,-0.18510635449601975,-0.17216544530456301,-0.31653499630847365,0.43653499630847364,0.7849,0.6227,0.95,0.591565,False,
SATS,EchoStar Corporation,Technology,Communication Equipment,hard_filter_rejected,step2_hard_filters,consecutive_losses;interest_coverage;excessive_leverage;severe_dilution,,,,,,,,,,,,,
ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,watchlist,step2_model_routing,insurance_model_not_supported,,,,,,,,,,,,,
NTAP,"NetApp, Inc.",Technology,Computer Hardware,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,118,False,-0.30148846753174435,-0.10009012572409115,-0.09545681237359527,-0.18148846753174436,0.30148846753174435,0.7371,0.7137,1.0,0.7137,False,
GEHC,GE HealthCare Technologies Inc.,Healthcare,Medical - Healthcare Information Services,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,57,False,-0.2018663078709505,0.01512137664249169,0.02564450788777324,-0.08186630787095052,0.2018663078709505,0.6502,0.8666,0.95,0.82327,False,
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,67,False,-0.21722360830055545,0.021116205162979924,0.041532089107204254,-0.09722360830055546,0.21722360830055545,0.6394,0.541647,1.0,0.541647,False,
DXCM,"DexCom, Inc.",Healthcare,Medical - Devices,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,175,False,-0.40049643320264283,-0.14111576082941607,-0.13349139016936534,-0.28049643320264284,0.40049643320264283,0.7084,0.59121,1.0,0.59121,False,
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,hard_filter_rejected,step2_hard_filters,interest_coverage;negative_ebitda_with_debt,,,,,,,,,,,,,
FOXA,Fox Corporation,Communication Services,Entertainment,eligible,step7_risk_adjusted_ranking,eligible,3,True,0.05302998387852027,0.23919305736490065,0.2605588826700114,0.07679030082654212,0.04320969917345788,0.9001,0.6846930000000001,1.0,0.6846930000000001,False,
FSLR,"First Solar, Inc.",Energy,Solar,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,191,False,-0.4229075910686515,-0.1372811393379379,-0.1291945598495658,-0.3029075910686515,0.4229075910686515,0.3844,0.4756,1.0,0.4756,False,
FISV,"Fiserv, Inc.",Technology,Information Technology Services,research_queue,step7_risk_adjusted_ranking,robust_return<=0,122,False,-0.3049868194161667,0.21348629959102255,0.2905911388690584,-0.24781672999961296,0.36781672999961296,0.6667,0.368307,1.0,0.368307,False,
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,32,False,-0.14726997015997764,0.043183169973781355,0.04992222154978664,-0.027269970159977647,0.14726997015997764,0.978,0.8392,0.95,0.79724,False,
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,192,False,-0.4236700241165817,-0.24331302471837254,-0.246242356757284,-0.3036700241165817,0.4236700241165817,0.7773,0.56133,1.0,0.56133,False,
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,watchlist,step2_model_routing,insurance_model_not_supported,,,,,,,,,,,,,
FOX,Fox Corporation,Communication Services,Entertainment,hard_filter_rejected,step2_hard_filters,duplicate_share_class,,,,,,,,,,,,,
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,watchlist,step6_scenario_valuation,roic_not_meaningful:meaningless_capital,,,,,,,,,0.3969,1.0,,,
VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,watchlist,step6_scenario_valuation,roic_not_meaningful:meaningless_capital,,,,,,,,,0.8495,1.0,,,
WTW,Willis Towers Watson Public Limited Company,Financial Services,Insurance - Brokers,hard_filter_rejected,step2_hard_filters,adr_excluded,,,,,,,,,,,,,
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,eligible,step7_risk_adjusted_ranking,eligible,4,True,0.032370690870574294,0.1794722327147611,0.18773821488721304,0.09320813398808242,0.026791866011917576,0.8701,0.8734,1.0,0.8734,False,
VRSK,"Verisk Analytics, Inc.",Technology,Software - Services,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,107,False,-0.2897404112346703,-0.028975764413189595,-0.014096328214509386,-0.16974041123467032,0.2897404112346703,0.943,0.7063200000000001,1.0,0.7063200000000001,False,
PFG,"Principal Financial Group, Inc.",Financial Services,Asset Management,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,watchlist,step2_model_routing,asset_management_model_not_supported,,,,,,,,,,,,,
TEAM,Atlassian Corporation,Technology,Software - Application,hard_filter_rejected,step2_hard_filters,adr_excluded,,,,,,,,,,,,,
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,193,False,-0.42430448079423516,-0.1734540033969097,-0.16257439851178787,-0.30430448079423517,0.42430448079423516,0.887,0.5706,1.0,0.5706,False,
FFIV,"F5, Inc.",Technology,Software - Infrastructure,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,127,False,-0.3092402449913788,-0.11654210084525399,-0.11180480031907788,-0.1892402449913788,0.3092402449913788,0.9286,0.7338600000000001,0.95,0.697167,False,
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,251,False,-0.8152271195565118,-0.18254098046963918,-0.07429441309650425,-0.6952271195565118,0.8152271195565118,0.661,0.48941999999999997,1.0,0.48941999999999997,False,
SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty,watchlist,step2_model_routing,reit_model_not_supported,,,,,,,,,,,,,
INCY,Incyte Corporation,Healthcare,Biotechnology,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,63,False,-0.21119699161383318,0.04428246030001904,0.05332055401522669,-0.09119699161383318,0.21119699161383318,0.813,0.66411,1.0,0.66411,False,
EXE,Expand Energy Corporation,Energy,Oil & Gas Exploration & Production,hard_filter_rejected,step2_hard_filters,severe_dilution,,,,,,,,,,,,,
INSM,Insmed Incorporated,Healthcare,Biotechnology,watchlist,step2_model_routing,preprofit_biotech_not_supported,,,,,,,,,,,,,
ZS,"Zscaler, Inc.",Technology,Software - Infrastructure,hard_filter_rejected,step2_hard_filters,consecutive_losses,,,,,,,,,,,,,
CHTR,"Charter Communications, Inc.",Communication Services,Telecommunications Services,watchlist,step2_material_event_gate,material_event_requires_reunderwriting,,,,,,,,,,,,,
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,45,False,-0.17786735510482682,0.07649626542952322,0.08734974679682639,-0.057867355104826816,0.17786735510482682,0.9296,0.5637599999999999,1.0,0.5637599999999999,False,
MRNA,"Moderna, Inc.",Healthcare,Biotechnology,watchlist,step2_model_routing,preprofit_biotech_not_supported,,,,,,,,,,,,,
AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,205,False,-0.44810317434195895,-0.22132693903186001,-0.2108418426854768,-0.32810317434195896,0.44810317434195895,0.6961,0.673029,1.0,0.673029,False,
EVRG,"Evergy, Inc.",Utilities,Regulated Electric,hard_filter_rejected,step2_hard_filters,persistent_negative_fcf,,,,,,,,,,,,,
VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,hard_filter_rejected,step2_hard_filters,interest_coverage;excessive_leverage,,,,,,,,,,,,,
LNT,Alliant Energy Corporation,Utilities,Regulated Electric,hard_filter_rejected,step2_hard_filters,persistent_negative_fcf;excessive_leverage,,,,,,,,,,,,,
SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,watchlist,step2_material_event_gate,material_event_requires_reunderwriting,,,,,,,,,,,,,
HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,watchlist,step2_model_routing,reit_model_not_supported,,,,,,,,,,,,,
CDW,CDW Corporation,Technology,Information Technology Services,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,68,False,-0.21816438815032593,0.05856962046309495,0.07823724906775173,-0.09816438815032594,0.21816438815032593,0.8477,0.7894,1.0,0.7894,False,
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,41,False,-0.16868342424742877,0.02150391989271158,0.026865650282707088,-0.04868342424742876,0.16868342424742877,0.842,0.6571530000000001,1.0,0.6571530000000001,False,
NDSN,Nordson Corporation,Industrials,Industrial - Machinery,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,148,False,-0.34185201903339474,-0.15937728960270756,-0.1548532135406276,-0.22185201903339474,0.34185201903339474,0.7636,0.7381800000000001,1.0,0.7381800000000001,False,
NWS,News Corporation,Communication Services,Entertainment,hard_filter_rejected,step2_hard_filters,duplicate_share_class,,,,,,,,,,,,,
REG,Regency Centers Corporation,Real Estate,REIT - Retail,watchlist,step2_model_routing,reit_model_not_supported,,,,,,,,,,,,,
GEN,Gen Digital Inc.,Technology,Software - Infrastructure,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,164,False,-0.37192256027366966,0.008974922762718072,0.04528582338243725,-0.25192256027366966,0.37192256027366966,0.6435,0.41202,1.0,0.41202,False,
NWSA,News Corporation,Communication Services,Entertainment,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,199,False,-0.4330555199808441,-0.1611614457593532,-0.14166172395925963,-0.3130555199808441,0.4330555199808441,0.2107,0.4968000000000001,1.0,0.4968000000000001,False,
LULU,Lululemon Athletica Inc.,Consumer Cyclical,Apparel - Retail,hard_filter_rejected,step2_hard_filters,adr_excluded,,,,,,,,,,,,,
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate - Services,watchlist,step6_scenario_valuation,roic_not_meaningful:meaningless_capital,,,,,,,,,0.7121,1.0,,,
COO,"The Cooper Companies, Inc.",Healthcare,Medical - Instruments & Supplies,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,185,False,-0.4159010974620469,-0.1602035860007163,-0.1433107920107431,-0.2959010974620469,0.4159010974620469,0.2599,0.62775,1.0,0.62775,False,
PTC,PTC Inc.,Technology,Software - Application,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,141,False,-0.3282568247162271,-0.051507890714856286,-0.03609060497838069,-0.20825682471622706,0.3282568247162271,0.6306,0.6764,1.0,0.6764,False,
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,watchlist,step6_scenario_valuation,insufficient_post_valuation_model_confidence,,,,0.21327666409197266,0.22203923326451333,-0.012664746190421254,0.13266474619042126,0.7238,0.340524,1.0,0.340524,False,
ALGN,"Align Technology, Inc.",Healthcare,Medical - Devices,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,123,False,-0.3049990059388801,-0.1309892376957577,-0.13804162381275087,-0.1849990059388801,0.3049990059388801,0.6952,0.42622200000000005,1.0,0.42622200000000005,False,
HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,261,False,-1.0699999999999998,-0.20350288996123705,-0.03773449177388098,-0.95,1.0699999999999998,0.7,0.52002,1.0,0.52002,True,bear
TRMB,Trimble Inc.,Technology,"Hardware, Equipment & Parts",research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,220,False,-0.48570086943684143,-0.2457354510319419,-0.22511794322635975,-0.36570086943684144,0.48570086943684143,0.2532,0.6400800000000001,1.0,0.6400800000000001,False,
PSKY,Paramount Skydance Corporation Class B Common Stock,Communication Services,Entertainment,hard_filter_rejected,step2_hard_filters,insufficient_financial_history,,,,,,,,,,,,,
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,"Gambling, Resorts & Casinos",hard_filter_rejected,step2_hard_filters,interest_coverage,,,,,,,,,,,,,
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,77,False,-0.23183699480025094,0.014082201781275241,0.03477675333851951,-0.11183699480025094,0.23183699480025094,0.6714,0.44172,1.0,0.44172,False,
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,198,False,-0.42843457182636485,-0.18350460607980495,-0.179258113609103,-0.30843457182636486,0.42843457182636485,0.5296,0.524151,1.0,0.524151,False,
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,78,False,-0.23715713742887595,0.03313572723200199,0.05656472840346398,-0.11715713742887597,0.23715713742887595,0.9859,0.8140499999999999,1.0,0.8140499999999999,False,
ERIE,Erie Indemnity Company,Financial Services,Insurance - Brokers,watchlist,step2_model_routing,insurance_model_not_supported,,,,,,,,,,,,,
PODD,Insulet Corporation,Healthcare,Medical - Devices,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,182,False,-0.41170158800552603,-0.13364797840913525,-0.11690065237926317,-0.29170158800552604,0.41170158800552603,0.5099,0.6943,1.0,0.6943,False,
HSIC,"Henry Schein, Inc.",Healthcare,Medical - Distribution,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,165,False,-0.37311592025682316,-0.13852660973789163,-0.1365022418205626,-0.25311592025682317,0.37311592025682316,0.7242,0.5079672000000001,1.0,0.5079672000000001,False,
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,31,False,-0.1443777207448147,0.0643637361004949,0.0753930764331017,-0.024377720744814698,0.1443777207448147,0.9852,0.9247,1.0,0.9247,False,
TTD,"The Trade Desk, Inc.",Communication Services,Advertising Agencies,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,28,False,-0.14253438942134378,0.09111412974307317,0.10076082064770168,-0.022534389421343774,0.14253438942134378,0.9118,0.713,1.0,0.713,False,
TECH,Bio-Techne Corporation,Healthcare,Biotechnology,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,189,False,-0.42176495601772324,-0.23403979309223355,-0.2351065410475712,-0.30176495601772324,0.42176495601772324,0.5567,0.5346810000000001,1.0,0.5346810000000001,False,
POOL,Pool Corporation,Industrials,Industrial - Distribution,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,92,False,-0.2685700556542724,-0.07743480782373806,-0.08446073689265174,-0.1485700556542724,0.2685700556542724,0.8291,0.529011,1.0,0.529011,False,
CPB,Campbell Soup Company,Consumer Defensive,Packaged Foods,research_queue,step7_risk_adjusted_ranking,robust_return<=0; median_irr<=hurdle,29,False,-0.1433807498356327,0.08315520919277336,0.10830823504365981,-0.023380749835632715,0.1433807498356327,0.7564,0.73917,1.0,0.73917,False,
